orden,path,dominio,intencion,estado,action_items,referencia_contenido
927,ai-toolings/open-code/oh-my-opencode/script/generate-changelog.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,#!/usr/bin/env bun
928,ai-toolings/open-code/oh-my-opencode/script/publish.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,#!/usr/bin/env bun
929,ai-toolings/open-code/oh-my-opencode/signatures/cla.json,ai-toolings,Archivo de configuracion,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,{
930,ai-toolings/open-code/oh-my-opencode/src/agents/AGENTS.md,ai-toolings,Documento de referencia o decision,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,# AGENTS KNOWLEDGE BASE
931,ai-toolings/open-code/oh-my-opencode/src/agents/build-prompt.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,/**
932,ai-toolings/open-code/oh-my-opencode/src/agents/document-writer.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { AgentConfig } from ""@opencode-ai/sdk"""
933,ai-toolings/open-code/oh-my-opencode/src/agents/explore.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { AgentConfig } from ""@opencode-ai/sdk"""
934,ai-toolings/open-code/oh-my-opencode/src/agents/frontend-ui-ux-engineer.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { AgentConfig } from ""@opencode-ai/sdk"""
935,ai-toolings/open-code/oh-my-opencode/src/agents/index.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { AgentConfig } from ""@opencode-ai/sdk"""
936,ai-toolings/open-code/oh-my-opencode/src/agents/librarian.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { AgentConfig } from ""@opencode-ai/sdk"""
937,ai-toolings/open-code/oh-my-opencode/src/agents/multimodal-looker.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { AgentConfig } from ""@opencode-ai/sdk"""
938,ai-toolings/open-code/oh-my-opencode/src/agents/oracle.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { AgentConfig } from ""@opencode-ai/sdk"""
939,ai-toolings/open-code/oh-my-opencode/src/agents/plan-prompt.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,/**
940,ai-toolings/open-code/oh-my-opencode/src/agents/sisyphus-prompt-builder.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { AgentPromptMetadata, BuiltinAgentName } from ""./types"""
941,ai-toolings/open-code/oh-my-opencode/src/agents/sisyphus.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { AgentConfig } from ""@opencode-ai/sdk"""
942,ai-toolings/open-code/oh-my-opencode/src/agents/types.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { AgentConfig } from ""@opencode-ai/sdk"""
943,ai-toolings/open-code/oh-my-opencode/src/agents/utils.test.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { describe, test, expect } from ""bun:test"""
944,ai-toolings/open-code/oh-my-opencode/src/agents/utils.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { AgentConfig } from ""@opencode-ai/sdk"""
945,ai-toolings/open-code/oh-my-opencode/src/auth/AGENTS.md,ai-toolings,Documento de referencia o decision,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,# AUTH KNOWLEDGE BASE
946,ai-toolings/open-code/oh-my-opencode/src/auth/antigravity/constants.ts,ai-toolings,Codigo fuente,pendiente,Revisar/rotar posible secreto hardcodeado y migrar a entorno seguro o validar que sea publico.,/**
947,ai-toolings/open-code/oh-my-opencode/src/auth/antigravity/fetch.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,/**
948,ai-toolings/open-code/oh-my-opencode/src/auth/antigravity/index.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"export * from ""./types"""
949,ai-toolings/open-code/oh-my-opencode/src/auth/antigravity/message-converter.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,/**
950,ai-toolings/open-code/oh-my-opencode/src/auth/antigravity/oauth.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,/**
951,ai-toolings/open-code/oh-my-opencode/src/auth/antigravity/plugin.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,/**
952,ai-toolings/open-code/oh-my-opencode/src/auth/antigravity/project.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,/**
953,ai-toolings/open-code/oh-my-opencode/src/auth/antigravity/request.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,/**
954,ai-toolings/open-code/oh-my-opencode/src/auth/antigravity/response.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,/**
955,ai-toolings/open-code/oh-my-opencode/src/auth/antigravity/thinking.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,/**
956,ai-toolings/open-code/oh-my-opencode/src/auth/antigravity/thought-signature-store.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,/**
957,ai-toolings/open-code/oh-my-opencode/src/auth/antigravity/token.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,import {
958,ai-toolings/open-code/oh-my-opencode/src/auth/antigravity/tools.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,/**
959,ai-toolings/open-code/oh-my-opencode/src/auth/antigravity/types.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,/**
960,ai-toolings/open-code/oh-my-opencode/src/cli/AGENTS.md,ai-toolings,Documento de referencia o decision,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,# CLI KNOWLEDGE BASE
961,ai-toolings/open-code/oh-my-opencode/src/cli/config-manager.test.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { describe, expect, test } from ""bun:test"""
962,ai-toolings/open-code/oh-my-opencode/src/cli/config-manager.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { existsSync, mkdirSync, readFileSync, writeFileSync, statSync } from ""node:fs"""
963,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/checks/auth.test.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { describe, it, expect, spyOn, afterEach } from ""bun:test"""
964,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/checks/auth.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { existsSync, readFileSync } from ""node:fs"""
965,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/checks/config.test.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { describe, it, expect, spyOn, afterEach } from ""bun:test"""
966,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/checks/config.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { existsSync, readFileSync } from ""node:fs"""
967,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/checks/dependencies.test.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { describe, it, expect, spyOn, afterEach } from ""bun:test"""
968,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/checks/dependencies.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { CheckResult, CheckDefinition, DependencyInfo } from ""../types"""
969,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/checks/gh.test.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { describe, it, expect, spyOn, afterEach } from ""bun:test"""
970,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/checks/gh.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { CheckResult, CheckDefinition } from ""../types"""
971,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/checks/index.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { CheckDefinition } from ""../types"""
972,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/checks/lsp.test.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { describe, it, expect, spyOn, afterEach } from ""bun:test"""
973,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/checks/lsp.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { CheckResult, CheckDefinition, LspServerInfo } from ""../types"""
974,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/checks/mcp.test.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { describe, it, expect, spyOn, afterEach } from ""bun:test"""
975,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/checks/mcp.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { existsSync, readFileSync } from ""node:fs"""
976,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/checks/opencode.test.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { describe, it, expect, spyOn, beforeEach, afterEach } from ""bun:test"""
977,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/checks/opencode.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { CheckResult, CheckDefinition, OpenCodeInfo } from ""../types"""
978,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/checks/plugin.test.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { describe, it, expect, spyOn, afterEach } from ""bun:test"""
979,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/checks/plugin.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { existsSync, readFileSync } from ""node:fs"""
980,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/checks/version.test.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { describe, it, expect, spyOn, afterEach } from ""bun:test"""
981,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/checks/version.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { CheckResult, CheckDefinition, VersionCheckInfo } from ""../types"""
982,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/constants.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import color from ""picocolors"""
983,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/formatter.test.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { describe, it, expect } from ""bun:test"""
984,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/formatter.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import color from ""picocolors"""
985,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/index.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { DoctorOptions } from ""./types"""
986,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/runner.test.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { describe, it, expect, spyOn, afterEach } from ""bun:test"""
987,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/runner.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,import type {
988,ai-toolings/open-code/oh-my-opencode/src/cli/doctor/types.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"export type CheckStatus = ""pass"" | ""fail"" | ""warn"" | ""skip"""
989,ai-toolings/open-code/oh-my-opencode/src/cli/get-local-version/formatter.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import color from ""picocolors"""
990,ai-toolings/open-code/oh-my-opencode/src/cli/get-local-version/index.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { getCachedVersion, getLatestVersion, isLocalDevMode, findPluginEntry } from ""../../hooks/auto-update-checker/checker"""
991,ai-toolings/open-code/oh-my-opencode/src/cli/get-local-version/types.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,export interface VersionInfo {
992,ai-toolings/open-code/oh-my-opencode/src/cli/index.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,#!/usr/bin/env bun
993,ai-toolings/open-code/oh-my-opencode/src/cli/install.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import * as p from ""@clack/prompts"""
994,ai-toolings/open-code/oh-my-opencode/src/cli/run/completion.test.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { describe, it, expect, mock, spyOn } from ""bun:test"""
995,ai-toolings/open-code/oh-my-opencode/src/cli/run/completion.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import pc from ""picocolors"""
996,ai-toolings/open-code/oh-my-opencode/src/cli/run/events.test.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { describe, it, expect } from ""bun:test"""
997,ai-toolings/open-code/oh-my-opencode/src/cli/run/events.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import pc from ""picocolors"""
998,ai-toolings/open-code/oh-my-opencode/src/cli/run/index.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"export { run } from ""./runner"""
999,ai-toolings/open-code/oh-my-opencode/src/cli/run/runner.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { createOpencode } from ""@opencode-ai/sdk"""
1000,ai-toolings/open-code/oh-my-opencode/src/cli/run/types.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { OpencodeClient } from ""@opencode-ai/sdk"""
1001,ai-toolings/open-code/oh-my-opencode/src/cli/types.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"export type ClaudeSubscription = ""no"" | ""yes"" | ""max20"""
1002,ai-toolings/open-code/oh-my-opencode/src/config/index.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,export {
1003,ai-toolings/open-code/oh-my-opencode/src/config/schema.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { z } from ""zod"""
1004,ai-toolings/open-code/oh-my-opencode/src/features/AGENTS.md,ai-toolings,Documento de referencia o decision,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,# FEATURES KNOWLEDGE BASE
1005,ai-toolings/open-code/oh-my-opencode/src/features/background-agent/index.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"export * from ""./types"""
1006,ai-toolings/open-code/oh-my-opencode/src/features/background-agent/manager.test.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { describe, test, expect, beforeEach } from ""bun:test"""
1007,ai-toolings/open-code/oh-my-opencode/src/features/background-agent/manager.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { existsSync, readdirSync } from ""node:fs"""
1008,ai-toolings/open-code/oh-my-opencode/src/features/background-agent/types.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,export type BackgroundTaskStatus =
1009,ai-toolings/open-code/oh-my-opencode/src/features/builtin-commands/commands.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { CommandDefinition } from ""../claude-code-command-loader"""
1010,ai-toolings/open-code/oh-my-opencode/src/features/builtin-commands/index.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"export * from ""./types"""
1011,ai-toolings/open-code/oh-my-opencode/src/features/builtin-commands/templates/init-deep.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,export const INIT_DEEP_TEMPLATE = `# /init-deep
1012,ai-toolings/open-code/oh-my-opencode/src/features/builtin-commands/templates/ralph-loop.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,export const RALPH_LOOP_TEMPLATE = `You are starting a Ralph Loop - a self-referential development loop that runs until task completion.
1013,ai-toolings/open-code/oh-my-opencode/src/features/builtin-commands/types.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { CommandDefinition } from ""../claude-code-command-loader"""
1014,ai-toolings/open-code/oh-my-opencode/src/features/builtin-skills/index.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"export * from ""./types"""
1015,ai-toolings/open-code/oh-my-opencode/src/features/builtin-skills/skills.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { BuiltinSkill } from ""./types"""
1016,ai-toolings/open-code/oh-my-opencode/src/features/builtin-skills/types.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { SkillMcpConfig } from ""../skill-mcp-manager/types"""
1017,ai-toolings/open-code/oh-my-opencode/src/features/claude-code-agent-loader/index.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"export * from ""./types"""
1018,ai-toolings/open-code/oh-my-opencode/src/features/claude-code-agent-loader/loader.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { existsSync, readdirSync, readFileSync } from ""fs"""
1019,ai-toolings/open-code/oh-my-opencode/src/features/claude-code-agent-loader/types.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { AgentConfig } from ""@opencode-ai/sdk"""
1020,ai-toolings/open-code/oh-my-opencode/src/features/claude-code-command-loader/index.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"export * from ""./types"""
1021,ai-toolings/open-code/oh-my-opencode/src/features/claude-code-command-loader/loader.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { existsSync, readdirSync, readFileSync, realpathSync, type Dirent } from ""fs"""
1022,ai-toolings/open-code/oh-my-opencode/src/features/claude-code-command-loader/types.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"export type CommandScope = ""user"" | ""project"" | ""opencode"" | ""opencode-project"""
1023,ai-toolings/open-code/oh-my-opencode/src/features/claude-code-mcp-loader/env-expander.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,export function expandEnvVars(value: string): string {
1024,ai-toolings/open-code/oh-my-opencode/src/features/claude-code-mcp-loader/index.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,/**
1025,ai-toolings/open-code/oh-my-opencode/src/features/claude-code-mcp-loader/loader.test.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { describe, it, expect, beforeEach, afterEach } from ""bun:test"""
1026,ai-toolings/open-code/oh-my-opencode/src/features/claude-code-mcp-loader/loader.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { existsSync, readFileSync } from ""fs"""
1027,ai-toolings/open-code/oh-my-opencode/src/features/claude-code-mcp-loader/transformer.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,import type {
1028,ai-toolings/open-code/oh-my-opencode/src/features/claude-code-mcp-loader/types.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"export type McpScope = ""user"" | ""project"" | ""local"""
1029,ai-toolings/open-code/oh-my-opencode/src/features/claude-code-plugin-loader/index.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"export * from ""./types"""
1030,ai-toolings/open-code/oh-my-opencode/src/features/claude-code-plugin-loader/loader.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { existsSync, readdirSync, readFileSync } from ""fs"""
1031,ai-toolings/open-code/oh-my-opencode/src/features/claude-code-plugin-loader/types.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,/**
1032,ai-toolings/open-code/oh-my-opencode/src/features/claude-code-session-state/index.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"export * from ""./state"""
1033,ai-toolings/open-code/oh-my-opencode/src/features/claude-code-session-state/state.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,export const subagentSessions = new Set<string>()
1034,ai-toolings/open-code/oh-my-opencode/src/features/context-injector/collector.test.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { describe, it, expect, beforeEach } from ""bun:test"""
1035,ai-toolings/open-code/oh-my-opencode/src/features/context-injector/collector.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,import type {
1036,ai-toolings/open-code/oh-my-opencode/src/features/context-injector/index.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"export { ContextCollector, contextCollector } from ""./collector"""
1037,ai-toolings/open-code/oh-my-opencode/src/features/context-injector/injector.test.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { describe, it, expect, beforeEach } from ""bun:test"""
1038,ai-toolings/open-code/oh-my-opencode/src/features/context-injector/injector.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import type { ContextCollector } from ""./collector"""
1039,ai-toolings/open-code/oh-my-opencode/src/features/context-injector/types.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,/**
1040,ai-toolings/open-code/oh-my-opencode/src/features/hook-message-injector/constants.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { join } from ""node:path"""
1041,ai-toolings/open-code/oh-my-opencode/src/features/hook-message-injector/index.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"export { injectHookMessage, findNearestMessageWithFields } from ""./injector"""
1042,ai-toolings/open-code/oh-my-opencode/src/features/hook-message-injector/injector.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { existsSync, mkdirSync, readFileSync, readdirSync, writeFileSync } from ""node:fs"""
1043,ai-toolings/open-code/oh-my-opencode/src/features/hook-message-injector/types.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,export interface MessageMeta {
1044,ai-toolings/open-code/oh-my-opencode/src/features/opencode-skill-loader/index.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"export * from ""./types"""
1045,ai-toolings/open-code/oh-my-opencode/src/features/opencode-skill-loader/loader.test.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { describe, it, expect, beforeEach, afterEach } from ""bun:test"""
1046,ai-toolings/open-code/oh-my-opencode/src/features/opencode-skill-loader/loader.ts,ai-toolings,Codigo fuente,hay-que-re-evaluar,Documentar estrategia vendor/submodule y politica de actualizacion upstream.,"import { existsSync, readdirSync, readFileSync } from ""fs"""
